timestamp: 690 | hand: left | pinch strength: 0.0164397 | finger: index | distance: 66.84567949456122
timestamp: 2825 | hand: left | pinch strength: 1 | finger: middle | distance: 15.613863713584802
timestamp: 2833 | hand: left | pinch strength: 1 | finger: middle | distance: 15.513610015840928
timestamp: 2843 | hand: left | pinch strength: 1 | finger: middle | distance: 15.4172772013219
timestamp: 2851 | hand: left | pinch strength: 1 | finger: middle | distance: 15.312837753009731
timestamp: 2860 | hand: left | pinch strength: 1 | finger: middle | distance: 15.236122816153065
timestamp: 2869 | hand: left | pinch strength: 1 | finger: middle | distance: 15.183837112143292
timestamp: 2879 | hand: left | pinch strength: 1 | finger: middle | distance: 15.137231067275806
timestamp: 2887 | hand: left | pinch strength: 1 | finger: middle | distance: 15.083599018367599
timestamp: 2896 | hand: left | pinch strength: 1 | finger: middle | distance: 15.029529646186536
timestamp: 2906 | hand: left | pinch strength: 1 | finger: middle | distance: 14.984609319231515
timestamp: 2914 | hand: left | pinch strength: 1 | finger: middle | distance: 14.920773877788651
timestamp: 2945 | hand: left | pinch strength: 1 | finger: middle | distance: 14.854941038486153
timestamp: 2954 | hand: left | pinch strength: 1 | finger: middle | distance: 14.770726964452354
timestamp: 2964 | hand: left | pinch strength: 1 | finger: middle | distance: 14.72309047890422
timestamp: 2973 | hand: left | pinch strength: 1 | finger: middle | distance: 14.681718940573676
timestamp: 2981 | hand: left | pinch strength: 1 | finger: middle | distance: 14.630312525947627
timestamp: 2991 | hand: left | pinch strength: 1 | finger: middle | distance: 14.56516353745814
timestamp: 2999 | hand: left | pinch strength: 1 | finger: middle | distance: 14.501601046922367
timestamp: 3009 | hand: left | pinch strength: 1 | finger: middle | distance: 14.433774366048548
timestamp: 3018 | hand: left | pinch strength: 1 | finger: middle | distance: 14.378264299337385
timestamp: 3027 | hand: left | pinch strength: 1 | finger: middle | distance: 14.355087652261128
timestamp: 3033 | hand: left | pinch strength: 1 | finger: middle | distance: 14.336578749115846
timestamp: 3042 | hand: left | pinch strength: 1 | finger: middle | distance: 14.299239667003276
timestamp: 3054 | hand: left | pinch strength: 1 | finger: middle | distance: 14.257044318164269
timestamp: 3069 | hand: left | pinch strength: 1 | finger: middle | distance: 14.228800292421
timestamp: 3072 | hand: left | pinch strength: 1 | finger: middle | distance: 14.215650896772186
timestamp: 3078 | hand: left | pinch strength: 1 | finger: middle | distance: 14.196798230587065
timestamp: 3087 | hand: left | pinch strength: 1 | finger: middle | distance: 14.180001251762995
timestamp: 3096 | hand: left | pinch strength: 1 | finger: middle | distance: 14.156377741643523
timestamp: 3105 | hand: left | pinch strength: 1 | finger: middle | distance: 14.135648190390839
timestamp: 3114 | hand: left | pinch strength: 1 | finger: middle | distance: 14.118919980582795
timestamp: 3123 | hand: left | pinch strength: 1 | finger: middle | distance: 14.093629018446599
timestamp: 3132 | hand: left | pinch strength: 1 | finger: middle | distance: 14.066517125077546
timestamp: 3141 | hand: left | pinch strength: 1 | finger: middle | distance: 14.025127812611906
timestamp: 3150 | hand: left | pinch strength: 1 | finger: middle | distance: 13.983340124737719
timestamp: 3159 | hand: left | pinch strength: 1 | finger: middle | distance: 13.95326169073024
timestamp: 3168 | hand: left | pinch strength: 1 | finger: middle | distance: 13.91514762641417
timestamp: 3177 | hand: left | pinch strength: 1 | finger: middle | distance: 13.880020512625336
timestamp: 3187 | hand: left | pinch strength: 1 | finger: middle | distance: 13.851872856318025
timestamp: 3195 | hand: left | pinch strength: 1 | finger: middle | distance: 13.826540525124132
timestamp: 3205 | hand: left | pinch strength: 1 | finger: middle | distance: 13.802592442874635
timestamp: 3213 | hand: left | pinch strength: 1 | finger: middle | distance: 13.7802069940912
timestamp: 3222 | hand: left | pinch strength: 1 | finger: middle | distance: 13.730835030601739
timestamp: 3232 | hand: left | pinch strength: 1 | finger: middle | distance: 13.675551185147901
timestamp: 3241 | hand: left | pinch strength: 1 | finger: middle | distance: 13.643327269167152
timestamp: 3250 | hand: left | pinch strength: 1 | finger: middle | distance: 13.612604491018612
timestamp: 3259 | hand: left | pinch strength: 1 | finger: middle | distance: 13.591905441195502
timestamp: 3267 | hand: left | pinch strength: 1 | finger: middle | distance: 13.552094424261508
timestamp: 3277 | hand: left | pinch strength: 1 | finger: middle | distance: 13.529648184768151
timestamp: 3286 | hand: left | pinch strength: 1 | finger: middle | distance: 13.491593731761272
timestamp: 3295 | hand: left | pinch strength: 1 | finger: middle | distance: 13.444667809715492
timestamp: 3304 | hand: left | pinch strength: 1 | finger: middle | distance: 13.403375074961533
timestamp: 3313 | hand: left | pinch strength: 1 | finger: middle | distance: 13.3286046074636
timestamp: 3322 | hand: left | pinch strength: 1 | finger: middle | distance: 13.183020186304049
timestamp: 3330 | hand: left | pinch strength: 1 | finger: middle | distance: 12.878690092260944
timestamp: 3338 | hand: left | pinch strength: 1 | finger: middle | distance: 12.534890832568108
timestamp: 3347 | hand: left | pinch strength: 1 | finger: middle | distance: 12.08569158509351
timestamp: 3357 | hand: left | pinch strength: 1 | finger: middle | distance: 11.577058104116954
timestamp: 3366 | hand: left | pinch strength: 1 | finger: middle | distance: 11.120628547798006
timestamp: 3375 | hand: left | pinch strength: 1 | finger: middle | distance: 10.793754834667132
timestamp: 3383 | hand: left | pinch strength: 1 | finger: middle | distance: 10.713258921453361
timestamp: 3392 | hand: left | pinch strength: 1 | finger: middle | distance: 10.935868175796557
timestamp: 3402 | hand: left | pinch strength: 1 | finger: middle | distance: 11.544922125905611
timestamp: 3411 | hand: left | pinch strength: 1 | finger: middle | distance: 12.617826540237472
timestamp: 3420 | hand: left | pinch strength: 0.952879 | finger: middle | distance: 14.300067258359343
timestamp: 3429 | hand: left | pinch strength: 0.840064 | finger: middle | distance: 16.45574564756423
timestamp: 3438 | hand: left | pinch strength: 0.72161 | finger: middle | distance: 19.0554379091451
timestamp: 3447 | hand: left | pinch strength: 0.603661 | finger: middle | distance: 21.918641173461822
timestamp: 3456 | hand: left | pinch strength: 0.487486 | finger: middle | distance: 24.952120883615564
timestamp: 3465 | hand: left | pinch strength: 0.375554 | finger: middle | distance: 28.014325946491173
timestamp: 3474 | hand: left | pinch strength: 0.324214 | finger: middle | distance: 30.89514428660433
timestamp: 3483 | hand: left | pinch strength: 0.26861 | finger: middle | distance: 33.65306285413112
timestamp: 3492 | hand: left | pinch strength: 0.211317 | finger: middle | distance: 36.22597593959892
timestamp: 3502 | hand: left | pinch strength: 0.148449 | finger: middle | distance: 38.694446427916496
timestamp: 3510 | hand: left | pinch strength: 0.0875401 | finger: middle | distance: 40.99259444351381
timestamp: 3519 | hand: left | pinch strength: 0.0232374 | finger: index | distance: 43.042774071665036
timestamp: 4225 | hand: left | pinch strength: 0.012301 | finger: middle | distance: 74.03800696976452
timestamp: 4233 | hand: left | pinch strength: 0.0603623 | finger: middle | distance: 72.50505802976508
timestamp: 4242 | hand: left | pinch strength: 0.103894 | finger: middle | distance: 71.19557114169463
timestamp: 4251 | hand: left | pinch strength: 0.14545 | finger: middle | distance: 69.94531472723888
timestamp: 4260 | hand: left | pinch strength: 0.189872 | finger: middle | distance: 68.78134075686879
timestamp: 4270 | hand: left | pinch strength: 0.229696 | finger: ring | distance: 67.43594611156946
timestamp: 4279 | hand: left | pinch strength: 0.272334 | finger: ring | distance: 65.97652055546428
timestamp: 4288 | hand: left | pinch strength: 0.314038 | finger: ring | distance: 64.58154512949113
timestamp: 4297 | hand: left | pinch strength: 0.355277 | finger: ring | distance: 63.192701467575354
timestamp: 4305 | hand: left | pinch strength: 0.399737 | finger: ring | distance: 61.714920256625135
timestamp: 4315 | hand: left | pinch strength: 0.450234 | finger: ring | distance: 60.049387118561846
timestamp: 4324 | hand: left | pinch strength: 0.50911 | finger: ring | distance: 58.14090341061532
timestamp: 4333 | hand: left | pinch strength: 0.574967 | finger: ring | distance: 55.99731435065525
timestamp: 4342 | hand: left | pinch strength: 0.639749 | finger: ring | distance: 53.91660938265313
timestamp: 4352 | hand: left | pinch strength: 0.703059 | finger: ring | distance: 51.87905848566356
timestamp: 4360 | hand: left | pinch strength: 0.765989 | finger: ring | distance: 49.86692818404297
timestamp: 4369 | hand: left | pinch strength: 0.827753 | finger: ring | distance: 47.91910142504865
timestamp: 4378 | hand: left | pinch strength: 0.887674 | finger: ring | distance: 46.012546164992855
timestamp: 4388 | hand: left | pinch strength: 0.948732 | finger: ring | distance: 43.95349334617329
timestamp: 4396 | hand: left | pinch strength: 1 | finger: ring | distance: 41.79503634316401
timestamp: 4407 | hand: left | pinch strength: 1 | finger: ring | distance: 39.30317668891917
timestamp: 4414 | hand: left | pinch strength: 1 | finger: ring | distance: 36.91468853134752
timestamp: 4423 | hand: left | pinch strength: 1 | finger: ring | distance: 35.05266230875481
timestamp: 4432 | hand: left | pinch strength: 1 | finger: ring | distance: 33.57470424679865
timestamp: 4441 | hand: left | pinch strength: 1 | finger: ring | distance: 32.09505571081627
timestamp: 4450 | hand: left | pinch strength: 1 | finger: middle | distance: 30.0124052804103
timestamp: 4459 | hand: left | pinch strength: 1 | finger: middle | distance: 27.374665935861206
timestamp: 4468 | hand: left | pinch strength: 1 | finger: middle | distance: 25.128080724402725
timestamp: 4477 | hand: left | pinch strength: 1 | finger: middle | distance: 23.028250919781122
timestamp: 4486 | hand: left | pinch strength: 1 | finger: middle | distance: 21.17863854227651
timestamp: 4496 | hand: left | pinch strength: 1 | finger: middle | distance: 19.670504594402253
timestamp: 4504 | hand: left | pinch strength: 1 | finger: middle | distance: 18.42100844580449
timestamp: 4514 | hand: left | pinch strength: 1 | finger: middle | distance: 17.62046428588078
timestamp: 4523 | hand: left | pinch strength: 1 | finger: middle | distance: 16.974987086861688
timestamp: 4532 | hand: left | pinch strength: 1 | finger: middle | distance: 16.523707784654633
timestamp: 4541 | hand: left | pinch strength: 1 | finger: middle | distance: 16.173965843787386
timestamp: 4550 | hand: left | pinch strength: 1 | finger: middle | distance: 15.60667355278403
timestamp: 4559 | hand: left | pinch strength: 1 | finger: middle | distance: 14.837354919343818
timestamp: 4571 | hand: left | pinch strength: 1 | finger: middle | distance: 14.171719017306298
timestamp: 4577 | hand: left | pinch strength: 1 | finger: middle | distance: 13.524346504388626
timestamp: 4586 | hand: left | pinch strength: 1 | finger: middle | distance: 13.058345466880596
timestamp: 4595 | hand: left | pinch strength: 1 | finger: middle | distance: 12.86973862971681
timestamp: 4604 | hand: left | pinch strength: 1 | finger: middle | distance: 13.178983923399592
timestamp: 4613 | hand: left | pinch strength: 1 | finger: middle | distance: 14.294633639651487
timestamp: 4623 | hand: left | pinch strength: 0.884581 | finger: middle | distance: 16.44156203656149
timestamp: 4631 | hand: left | pinch strength: 0.896847 | finger: middle | distance: 19.684790170982264
timestamp: 4640 | hand: left | pinch strength: 0.91106 | finger: middle | distance: 24.22376428736873
timestamp: 4649 | hand: left | pinch strength: 0.923836 | finger: ring | distance: 26.16352826130298
timestamp: 4659 | hand: left | pinch strength: 0.937603 | finger: ring | distance: 26.13363011392791
timestamp: 4667 | hand: left | pinch strength: 0.949154 | finger: ring | distance: 26.107093040972604
timestamp: 4676 | hand: left | pinch strength: 0.960738 | finger: ring | distance: 26.0703148873369
timestamp: 4685 | hand: left | pinch strength: 0.967477 | finger: ring | distance: 26.029460547665977
timestamp: 4694 | hand: left | pinch strength: 0.976062 | finger: ring | distance: 25.973738348177758
timestamp: 4703 | hand: left | pinch strength: 0.978984 | finger: ring | distance: 25.921646691961914
timestamp: 4713 | hand: left | pinch strength: 0.982597 | finger: ring | distance: 25.875946201298603
timestamp: 4721 | hand: left | pinch strength: 0.982974 | finger: ring | distance: 25.83757887127971
timestamp: 4731 | hand: left | pinch strength: 0.982273 | finger: ring | distance: 25.816665333867196
timestamp: 4740 | hand: left | pinch strength: 0.980982 | finger: ring | distance: 25.80836171501205
timestamp: 4749 | hand: left | pinch strength: 0.979747 | finger: ring | distance: 25.80380502728425
timestamp: 4757 | hand: left | pinch strength: 0.977551 | finger: ring | distance: 25.78669066786974
timestamp: 4767 | hand: left | pinch strength: 0.972369 | finger: ring | distance: 25.79131662764815
timestamp: 4775 | hand: left | pinch strength: 0.965099 | finger: ring | distance: 25.773361764535103
timestamp: 4785 | hand: left | pinch strength: 0.958122 | finger: ring | distance: 25.74780426771185
timestamp: 4794 | hand: left | pinch strength: 0.951276 | finger: ring | distance: 25.710139014295514
timestamp: 4804 | hand: left | pinch strength: 0.946025 | finger: ring | distance: 25.665121464012202
timestamp: 4812 | hand: left | pinch strength: 0.940661 | finger: ring | distance: 25.625793961555615
timestamp: 4821 | hand: left | pinch strength: 0.9319 | finger: ring | distance: 25.597805059762447
timestamp: 4830 | hand: left | pinch strength: 0.924001 | finger: ring | distance: 25.591864056314844
timestamp: 4840 | hand: left | pinch strength: 0.917674 | finger: ring | distance: 25.576960402393397
timestamp: 4848 | hand: left | pinch strength: 0.911782 | finger: ring | distance: 25.55816403578316
timestamp: 4858 | hand: left | pinch strength: 0.90583 | finger: ring | distance: 25.546705155712353
timestamp: 4866 | hand: left | pinch strength: 0.902414 | finger: ring | distance: 25.53314158681027
timestamp: 4875 | hand: left | pinch strength: 0.898655 | finger: ring | distance: 25.53214314359255
timestamp: 4884 | hand: left | pinch strength: 0.894192 | finger: ring | distance: 25.539033109097925
timestamp: 4893 | hand: left | pinch strength: 0.889517 | finger: ring | distance: 25.54621777739515
timestamp: 4902 | hand: left | pinch strength: 0.882715 | finger: ring | distance: 25.55200565381316
timestamp: 4911 | hand: left | pinch strength: 0.8769 | finger: ring | distance: 25.542399142502255
timestamp: 4920 | hand: left | pinch strength: 0.872626 | finger: ring | distance: 25.5212123662337
timestamp: 4929 | hand: left | pinch strength: 0.868831 | finger: ring | distance: 25.50164522423798
timestamp: 4938 | hand: left | pinch strength: 0.864029 | finger: ring | distance: 25.471389087328944
timestamp: 4947 | hand: left | pinch strength: 0.860198 | finger: ring | distance: 25.45943015648426
timestamp: 4956 | hand: left | pinch strength: 0.856867 | finger: ring | distance: 25.436035551848487
timestamp: 4965 | hand: left | pinch strength: 0.8537 | finger: ring | distance: 25.418139479387545
timestamp: 4974 | hand: left | pinch strength: 0.851001 | finger: ring | distance: 25.40234536811316
timestamp: 4983 | hand: left | pinch strength: 0.847797 | finger: ring | distance: 25.381349963752903
timestamp: 4992 | hand: left | pinch strength: 0.844316 | finger: ring | distance: 25.358807821790446
timestamp: 5002 | hand: left | pinch strength: 0.841628 | finger: ring | distance: 25.33474804106803
